Issue_Type	Issue_ID	Chromosome	Accession_1	Accession_2	Report_Type	Summary	Status	Status_Text	Description	Experiment_Type	Update	External_Information_Type	Resolution_Summary	Resolution_Information	Patch_Type	Fixed_in_Version	Affected_Version	Patch_GenBank_Accession	Patch_RefSeq_Accession	Patch_Region_Name	Shortform_Location_Information
Gap	ZG-3904	12	CU929064.8	FP102054.12	TPF Analysis	"Chr12 gap problem"	Awaiting Exptl Data	"Clone CH73-80N9 selected to extend in to the gap.\n23-JAN-14: CH73-80N9 has been cancelled"	"A gap in the chromosome exists between components CU929064.8 and FP102054.12"	Clone Sequencing	2014-01-30T01:29:27.000-0500	na	Unresolved	"na"	na	na	Zv9	na	na	na	MAPPED:@:CM002896.1:@:NC_007123.6:@:CHROMOSOME:@:48345993:@:48442649:@:8:@@@:CU929064:::12:@@@:FP102054:@:alignment:@:component:@:GRCz10:@:GCA_000002035.3:@:GCF_000002035.5:@:latest::@@::MAPPED:@:CM002896.1:@:NC_007123.6:@:CHROMOSOME:@:48147593:@:48442649:@:8:@@@:CU929064:::12:@@@:FP102054:@:alignment:@:component:@:GRCz10:@:GCA_000002035.3:@:GCF_000002035.5:@:latest::@@::MAPPED:@:CU651615.3:@:NC_007123.5:@:CHROMOSOME:@:49562588:@:49719276:@:8:@@@:CU929064:::12:@@@:FP102054:@:component:@:component:@:Zv9:@:GCA_000002035.2:@:GCF_000002035.4:@:old
Gap	ZG-3905	12	CU468630.13	CU695220.10	TPF Analysis	"Chr12 gap problem"	Awaiting Exptl Data	"28-NOV-12: CH73-359N20 has entered the sequencing pipeline\n28-NOV-12: CH73-365P4 has entered the sequencing pipeline\n14-MAR-14: CH1073-408C19 contigs have been ordered and orientated\n09-MAY-14: ZFOS-829A4 has entered the sequencing pipeline\n05-JAN-15: ZFOS-2337A9 has entered the sequencing pipeline\n02-MAR-15: ZFOS-1468F9 has completed sequence production and a draft assembly has been submitted\nZFOS-764B5 has been selected for sequencing\nZFOS-2815B11 has been selected for sequencing\n05-JAN-15: ZFOS-2733A7 has entered the sequencing pipeline\nAccession for CH1073-408C19: FO834872\nAccession for ZFOS-1468F9: LO017648"	"A gap in the chromosome exists between components CU468630.13 and CU695220.10"	Clone Sequencing	2015-03-18T02:24:43.000-0400	na	Unresolved	"na"	na	na	Zv9	na	na	na	MAPPED:@:CM002896.1:@:NC_007123.6:@:CHROMOSOME:@:48491355:@:48846480:@:13:@@@:CU468630:::10:@@@:CU695220:@:component:@:component:@:GRCz10:@:GCA_000002035.3:@:GCF_000002035.5:@:latest::@@::MAPPED:@:CU651615.3:@:NC_007123.5:@:CHROMOSOME:@:49767982:@:50233110:@:13:@@@:CU468630:::10:@@@:CU695220:@:component:@:component:@:Zv9:@:GCA_000002035.2:@:GCF_000002035.4:@:old
Gap	ZG-3906	12	FP103002.3	CU694280.16	TPF Analysis	"Chr12 gap problem"	Awaiting Exptl Data	"11-NOV-13: ZFOS-1936D12 contigs have been ordered and orientated\n03-FEB-14: ZFOS-1283H4 contigs have been ordered and orientated\nAccession for ZFOS-1283H4: FO704624\n17-MAR-14: CH211-13E6 has entered the sequencing pipeline\nAccession for ZFOS-1936D12: FO704672"	"A gap in the chromosome exists between components FP103002.3 and CU694280.16"	Clone Sequencing	2014-06-11T01:35:20.000-0400	na	Unresolved	"na"	na	na	Zv9	na	na	na	MAPPED:@:CM002896.1:@:NC_007123.6:@:CHROMOSOME:@:48807356:@:49212662:@:3:@@@:FP103002:::16:@@@:CU694280:@:alignment:@:component:@:GRCz10:@:GCA_000002035.3:@:GCF_000002035.5:@:latest::@@::MAPPED:@:CU651615.3:@:NC_007123.5:@:CHROMOSOME:@:50263162:@:50681626:@:3:@@@:FP103002:::16:@@@:CU694280:@:component:@:component:@:Zv9:@:GCA_000002035.2:@:GCF_000002035.4:@:old
Gap	ZG-3907	12	CU694280.16	CU694280.16	TPF Analysis	"Chr12 gap problem"	Awaiting Exptl Data	"Clone ZFOS-1875D4 selected to extend towards the telomere."	"A gap in the chromosome exists between the telomere and component CU694280.16"	Clone Sequencing	2015-07-23T17:47:14.000-0400	na	Unresolved	"na"	na	na	Zv9	na	na	na	MAPPED:@:CM002896.1:@:NC_007123.6:@:CHROMOSOME:@:49175397:@:49212662:@:16:@@@:CU694280:::16:@@@:CU694280:@:component:@:component:@:GRCz10:@:GCA_000002035.3:@:GCF_000002035.5:@:latest::@@::MAPPED:@:CU651615.3:@:NC_007123.5:@:CHROMOSOME:@:50644361:@:50681626:@:16:@@@:CU694280:::16:@@@:CU694280:@:component:@:component:@:Zv9:@:GCA_000002035.2:@:GCF_000002035.4:@:old
Unknown	ZG-4015	12	CABZ01005437.1	CABZ01005449.1	TPF Analysis	"Can unplaced contig NW_003042377.2 be chromosomally placed in future genome assemblies."	Resolved	"none"	"Can unplaced contig NW_003042377.2 be chromosomally placed in future genome assemblies."	na	2015-03-30T15:55:24.000-0400	na	GRC Resolved by Electronic Means	"Spanning end sequences place contig on chr12.\nThe contig places in the gap between CT573006 and FP245468"	na	GRCz10	Zv9	na	na	na	MAPPED:@:CM002896.1:@:NC_007123.6:@:CHROMOSOME:@:32767949:@:33003610:@:1:@@@:CABZ01005437:::1:@@@:CABZ01005449:@:component:@:component:@:GRCz10:@:GCA_000002035.3:@:GCF_000002035.5:@:latest::@@::MAPPED:@:FR651890.1:@:NW_003042377.2:@:UNLOC_SCAFFOLD:@:1:@:236140:@:1:@@@:CABZ01005437:::1:@@@:CABZ01005449:@:component:@:component:@:Zv9:@:GCA_000002035.2:@:GCF_000002035.4:@:old
Unknown	ZG-4061	12	FP243377.7	CABZ01005432.1	TPF Analysis	"Can unplaced contig NW_003336262.1 be chromosomally placed in future genome assemblies."	Resolved	"none"	"Can unplaced contig NW_003336262.1 be chromosomally placed in future genome assemblies."	na	2015-03-31T08:40:45.000-0400	na	GRC Resolved by Electronic Means	"End sequence hits place contig NW_003336262.1 on chromosome 12 in the gap between CT573006.10 and FP236187.8 and will be retained for future genome assemblies."	na	GRCz10	Zv9	na	na	na	MAPPED:@:CM002896.1:@:NC_007123.6:@:CHROMOSOME:@:32433620:@:32704785:@:7:@@@:FP243377:::1:@@@:CABZ01005432:@:component:@:component:@:GRCz10:@:GCA_000002035.3:@:GCF_000002035.5:@:latest::@@::MAPPED:@:FR651898.1:@:NW_003336262.1:@:UNLOC_SCAFFOLD:@:1:@:271256:@:7:@@@:FP243377:::1:@@@:CABZ01005432:@:component:@:component:@:Zv9:@:GCA_000002035.2:@:GCF_000002035.4:@:old
Unknown	ZG-4292	12	CU550704.5	CU550704.5	TPF Analysis	"Not sure of CU550704 placement"	Resolved	"none"	"CU550704 was on chr.21 but BLAST'ing end seq's did not match anything.  Not sure of placment so moved to Chr.U."	na	2012-05-09T05:56:14.000-0400	na	GRC Resolved by Electronic Means	"End sequence alignments place component CU550704 .5 on chromosome 12 in the gap between components CT573006.10 and FP236187.8"	na	GRCz10	Zv9	na	na	na	MAPPED:@:CM002896.1:@:NC_007123.6:@:CHROMOSOME:@:32708896:@:32743293:@:5:@@@:CU550704:::5:@@@:CU550704:@:component:@:component:@:GRCz10:@:GCA_000002035.3:@:GCF_000002035.5:@:latest::@@::MAPPED:@:CU651624.3:@:NC_007132.5:@:CHROMOSOME:@:32316152:@:32350549:@:5:@@@:CU550704:::5:@@@:CU550704:@:component:@:component:@:Zv9:@:GCA_000002035.2:@:GCF_000002035.4:@:old
Path Problem	ZG-4380	12	CR385054.19	AL935114.8	TPF Analysis	"There is a problen with the overlap between CR385054.19 and AL935114.8"	Continuing Investigation	"Annotation evidence suggests that the components CR385054.19 and AL935114.8 do not overlap and the similarities are due to a duplication in the region. A gap will be inserted in the TPF at this point."	"There is a problen with the overlap between CR385054.19 and AL935114.8"	Clone Sequencing	2014-04-25T11:59:10.000-0400	na	Unresolved	"na"	na	na	Zv9	na	na	na	MAPPED:@:CM002896.1:@:NC_007123.6:@:CHROMOSOME:@:43939270:@:44292813:@:19:@@@:CR385054:::8:@@@:AL935114:@:component:@:alignment:@:GRCz10:@:GCA_000002035.3:@:GCF_000002035.5:@:latest::@@::MAPPED:@:CU651619.3:@:NC_007127.5:@:CHROMOSOME:@:1924607:@:2281014:@:19:@@@:CR385054:::8:@@@:AL935114:@:component:@:component:@:Zv9:@:GCA_000002035.2:@:GCF_000002035.4:@:old
Clone Problem	ZG-5333	12	BX510364.11	CT030700.10	User Report	"Sequence missing in BX510364.11"	Resolved	"none"	"Missing sequence in clone BX510364.11"	na	2013-02-26T03:53:11.000-0500	na	GRC Resolved by Electronic Means	"The submission BX510364.11 represented the full insert of clone CH211-81A17. The clone contained a 45kb deletion causing alignments problems with overlapping component CT030700.10 and partially duplicating the gene mpp7.\nThe component has been resubmitted updating the accession to BX510364.12 removing the alignment problem with the overlapping component CT303700.10"	na	GRCz10	Zv9	na	na	na	MAPPED:@:CM002896.1:@:NC_007123.6:@:CHROMOSOME:@:23058714:@:23252084:@:11:@@@:BX510364:::10:@@@:CT030700:@:alignment:@:component:@:GRCz10:@:GCA_000002035.3:@:GCF_000002035.5:@:latest::@@::MAPPED:@:CU651615.3:@:NC_007123.5:@:CHROMOSOME:@:24532992:@:24795744:@:11:@@@:BX510364:::10:@@@:CT030700:@:component:@:component:@:Zv9:@:GCA_000002035.2:@:GCF_000002035.4:@:old
Clone Problem	ZG-5342	12	CU929064.8	CU929064.8	User Report	"~20bp mismatch of clone sequence v cDNA/EST sequence over a splice site"	Resolved	"none"	"Mismatch of clone sequence v cDNA/EST sequence over a splice site"	na	2013-04-30T05:24:06.000-0400	na	GRC Resolved by Electronic Means	"Component CU929064.8 is no longer on the chr.12 reference TPF due to the clone containing a deletion.\nClone CH73-80N9 has been selected as a replacement.\nProgress can be tracked in JIRA tickets ZG-3903 and ZG-3904."	na	GRCz10	Zv9	na	na	na	MAPPED:@:CM002896.1:@:NC_007123.6:@:CHROMOSOME:@:48374527:@:48392808:@:8:@@@:CU929064:::8:@@@:CU929064:@:alignment:@:alignment:@:GRCz10:@:GCA_000002035.3:@:GCF_000002035.5:@:latest::@@::MAPPED:@:CM002896.1:@:NC_007123.6:@:CHROMOSOME:@:48147593:@:48168289:@:8:@@@:CU929064:::8:@@@:CU929064:@:alignment:@:alignment:@:GRCz10:@:GCA_000002035.3:@:GCF_000002035.5:@:latest::@@::MAPPED:@:CU651615.3:@:NC_007123.5:@:CHROMOSOME:@:49562588:@:49604767:@:8:@@@:CU929064:::8:@@@:CU929064:@:component:@:component:@:Zv9:@:GCA_000002035.2:@:GCF_000002035.4:@:old
Path Problem	ZG-5373	12	BX005305.21	CU855711.13	User Report	"Haplotypic overlap between clones BX005305.21 and CU855711.13"	Open	"none"	"Haplotypic overlap between clones BX005305.21 and CU855711.13, confirmed by cDNA - BC124715"	na	2013-02-11T11:26:43.000-0500	na	Unresolved	"na"	na	na	Zv9	na	na	na	MAPPED:@:CM002896.1:@:NC_007123.6:@:CHROMOSOME:@:46188471:@:46603615:@:21:@@@:BX005305:::13:@@@:CU855711:@:component:@:alignment:@:GRCz10:@:GCA_000002035.3:@:GCF_000002035.5:@:latest::@@::MAPPED:@:CU651615.3:@:NC_007123.5:@:CHROMOSOME:@:47449936:@:47666064:@:21:@@@:BX005305:::13:@@@:CU855711:@:component:@:component:@:Zv9:@:GCA_000002035.2:@:GCF_000002035.4:@:old
Path Problem	ZG-5374	12	BX072532.7	BX005305.21	User Report	"Haplotypic overlap between clones BX072532.7 and BX005305.21"	Resolved	"none"	"Haplotypic overlap between clones BX072532.7 and BX005305.21, confirmed by cDNA - BC159104.1"	na	2014-01-08T06:19:12.000-0500	na	GRC Resolved- No Change	"A 2kb overlap at 100% identity exists between components BX072532.7 and BX005305.21.\nNo change needs to be made to the alignment."	na	GRCz10	Zv9	na	na	na	MAPPED:@:CM002896.1:@:NC_007123.6:@:CHROMOSOME:@:46295947:@:46603615:@:7:@@@:BX072532:::21:@@@:BX005305:@:component:@:component:@:GRCz10:@:GCA_000002035.3:@:GCF_000002035.5:@:latest::@@::MAPPED:@:CU651615.3:@:NC_007123.5:@:CHROMOSOME:@:47289668:@:47597336:@:7:@@@:BX072532:::21:@@@:BX005305:@:component:@:component:@:Zv9:@:GCA_000002035.2:@:GCF_000002035.4:@:old
Clone Problem	ZG-5534	12	CU459185.9	CR352342.9	User Report	"Issue reported from Web Site"	Open	"none"	"In progress"	na	2014-02-19T06:09:36.000-0500	na	Unresolved	"na"	na	na	Zv9	na	na	na	MAPPED:@:CM002896.1:@:NC_007123.6:@:CHROMOSOME:@:31223646:@:31619576:@:9:@@@:CU459185:::9:@@@:CR352342:@:component:@:component:@:GRCz10:@:GCA_000002035.3:@:GCF_000002035.5:@:latest::@@::MAPPED:@:CU651615.3:@:NC_007123.5:@:CHROMOSOME:@:33025649:@:33421579:@:9:@@@:CU459185:::9:@@@:CR352342:@:component:@:component:@:Zv9:@:GCA_000002035.2:@:GCF_000002035.4:@:old
Path Problem	ZG-5535	12	CT737148.7	BX000980.13	User Report	"High variation overlap between BX000980 and CT737148"	Resolved	"none"	"high variation overlap between clones BX000980 and CT737148"	na	2014-01-07T07:44:43.000-0500	na	GRC Resolved by Electronic Means	"BX000980 has received and acc.ver update to BX000980.14. This submission update changes the sequence length, removing the high variation join with overlapping component CT737148.7"	na	GRCz10	Zv9	na	na	na	MAPPED:@:CM002896.1:@:NC_007123.6:@:CHROMOSOME:@:41191301:@:41384247:@:7:@@@:CT737148:::13:@@@:BX000980:@:component:@:alignment:@:GRCz10:@:GCA_000002035.3:@:GCF_000002035.5:@:latest::@@::MAPPED:@:CU651615.3:@:NC_007123.5:@:CHROMOSOME:@:42843017:@:43157964:@:7:@@@:CT737148:::13:@@@:BX000980:@:component:@:component:@:Zv9:@:GCA_000002035.2:@:GCF_000002035.4:@:old
Gap	ZG-5633	12	CR774192.15	CU929359.10	TPF Analysis	"Chr12 gap problem"	Resolved	"none"	"There is a gap in the chromosome between components CR774192.15 and CU929359.10"	Clone Sequencing	2015-07-23T17:46:50.000-0400	na	GRC Resolved by Experimental Method	"Phase 2 component FO704890.1 closes the gap in the TPF between components CR774192.15 and CU929359.10."	na	GRCz10	Zv9	na	na	na	MAPPED:@:CM002896.1:@:NC_007123.6:@:CHROMOSOME:@:2391153:@:2590604:@:15:@@@:CR774192:::10:@@@:CU929359:@:component:@:component:@:GRCz10:@:GCA_000002035.3:@:GCF_000002035.5:@:latest::@@::MAPPED:@:CU651615.3:@:NC_007123.5:@:CHROMOSOME:@:2690645:@:3203604:@:15:@@@:CR774192:::10:@@@:CU929359:@:component:@:component:@:Zv9:@:GCA_000002035.2:@:GCF_000002035.4:@:old
Gap	ZG-5642	12	BX276093.11	CU468219.9	TPF Analysis	"Chr12 Gap problem"	Resolved	"none"	"There is a gap in the chromosome between components BX276093.11 and CU468219.9"	Clone Sequencing	2015-07-23T17:46:56.000-0400	na	GRC Resolved by Electronic Means	"A rearrangement in the TPF through optical map analysis (ZG-5908) means components BX276093.11 and CU468219.9 are no longer paired across a gap. New JIRA tickets will be raised to deal with the resultant gap problems."	na	GRCz10	Zv9	na	na	na	MAPPED:@:CM002896.1:@:NC_007123.6:@:CHROMOSOME:@:4537847:@:5708058:@:11:@@@:BX276093:::9:@@@:CU468219:@:component:@:component:@:GRCz10:@:GCA_000002035.3:@:GCF_000002035.5:@:latest::@@::MAPPED:@:CU651615.3:@:NC_007123.5:@:CHROMOSOME:@:5370295:@:6169961:@:11:@@@:BX276093:::9:@@@:CU468219:@:component:@:component:@:Zv9:@:GCA_000002035.2:@:GCF_000002035.4:@:old
Gap	ZG-5643	12	BX323464.18	BX294177.35	TPF Analysis	"Chr12 Gap problem"	Resolved	"none"	"There is a gap in the chromosome between components BX323464.18 and BX294177.35"	Clone Sequencing	2015-07-23T17:46:57.000-0400	na	GRC Resolved by Electronic Means	"A rearrangement in the TPF through optical map analysis (ZG-5908) means components BX322464.18 and BX294177.35 are no longer paired across a gap. New JIRA tickets will be raised to deal with the resultant gap problems."	na	GRCz10	Zv9	na	na	na	MAPPED:@:CM002896.1:@:NC_007123.6:@:CHROMOSOME:@:4783005:@:5909228:@:18:@@@:BX323464:::35:@@@:BX294177:@:component:@:component:@:GRCz10:@:GCA_000002035.3:@:GCF_000002035.5:@:latest::@@::MAPPED:@:CU651615.3:@:NC_007123.5:@:CHROMOSOME:@:5874976:@:6626308:@:18:@@@:BX323464:::35:@@@:BX294177:@:component:@:component:@:Zv9:@:GCA_000002035.2:@:GCF_000002035.4:@:old
Gap	ZG-5646	12	FP340317.5	CR456623.14	TPF Analysis	"Chr12 Gap problem"	Awaiting Exptl Data	"27-JAN-14: ZFOS-1412D7 has been selected for sequencing\nCH1073-352G7 has been selected for sequencing\n28-NOV-12: CH73-1P17 has entered the sequencing pipeline"	"There is a gap in the chromosome between components FP340317.5 and CR456623.14"	Clone Sequencing	2015-07-23T17:46:59.000-0400	na	Unresolved	"na"	na	na	Zv9	na	na	na	MAPPED:@:CM002896.1:@:NC_007123.6:@:CHROMOSOME:@:15742685:@:16043475:@:5:@@@:FP340317:::14:@@@:CR456623:@:component:@:component:@:GRCz10:@:GCA_000002035.3:@:GCF_000002035.5:@:latest::@@::MAPPED:@:CU651615.3:@:NC_007123.5:@:CHROMOSOME:@:16631720:@:17163765:@:5:@@@:FP340317:::14:@@@:CR456623:@:component:@:component:@:Zv9:@:GCA_000002035.2:@:GCF_000002035.4:@:old
GRC Housekeeping	ZG-5660	12	CU459184.8	CU459184.8	TPF Analysis	"Component trimmed to remove high variation join"	Resolved	"none"	"CU459184.8 trimmed and resubmitted to remove high variation join with CU467986.11"	na	2013-11-27T07:22:27.000-0500	na	GRC Resolved by Electronic Means	"Component CU459184 has received an acc.ver update. The updated submission CU459184.9 trims a high variation join with overlapping component CU467986.11"	na	GRCz10	Zv9	na	na	na	MAPPED:@:CM002896.1:@:NC_007123.6:@:CHROMOSOME:@:2769859:@:2867815:@:8:@@@:CU459184:::8:@@@:CU459184:@:alignment:@:alignment:@:GRCz10:@:GCA_000002035.3:@:GCF_000002035.5:@:latest::@@::MAPPED:@:CU651615.3:@:NC_007123.5:@:CHROMOSOME:@:3384859:@:3484430:@:8:@@@:CU459184:::8:@@@:CU459184:@:component:@:component:@:Zv9:@:GCA_000002035.2:@:GCF_000002035.4:@:old
GRC Housekeeping	ZG-5664	12	BX000707.9	BX000707.9	TPF Analysis	"Component trimmed to remove high variation join"	Resolved	"none"	"BX000707.9 trimmed and resubmitted to remove high variation join with  CU179660.5"	na	2014-01-08T06:43:54.000-0500	na	GRC Resolved by Electronic Means	"BX000707 has received an acc.ver update to BX000707.11. This submission update changes the sequence length, removing high variation join with overlapping component CU179660.5"	na	GRCz10	Zv9	na	na	na	MAPPED:@:CM002896.1:@:NC_007123.6:@:CHROMOSOME:@:6943502:@:7131323:@:9:@@@:BX000707:::9:@@@:BX000707:@:alignment:@:alignment:@:GRCz10:@:GCA_000002035.3:@:GCF_000002035.5:@:latest::@@::MAPPED:@:CU651615.3:@:NC_007123.5:@:CHROMOSOME:@:7776677:@:7836737:@:9:@@@:BX000707:::9:@@@:BX000707:@:component:@:component:@:Zv9:@:GCA_000002035.2:@:GCF_000002035.4:@:old
GRC Housekeeping	ZG-5689	12	CR456629.16	CR456629.16	TPF Analysis	"Component trimmed to remove high variation join"	Resolved	"none"	"CR456629.16 trimmed and resubmitted to remove high variation join with BX928755.10"	na	2014-01-08T06:42:20.000-0500	na	GRC Resolved by Electronic Means	"CR456629 has received an acc.ver update to CR456629.17. This submission update changes the sequence length, removing high variation join with overlapping component BX928755.10"	na	GRCz10	Zv9	na	na	na	MAPPED:@:CM002896.1:@:NC_007123.6:@:CHROMOSOME:@:9736922:@:9978105:@:16:@@@:CR456629:::16:@@@:CR456629:@:alignment:@:alignment:@:GRCz10:@:GCA_000002035.3:@:GCF_000002035.5:@:latest::@@::MAPPED:@:CU651615.3:@:NC_007123.5:@:CHROMOSOME:@:10751500:@:10987787:@:16:@@@:CR456629:::16:@@@:CR456629:@:component:@:component:@:Zv9:@:GCA_000002035.2:@:GCF_000002035.4:@:old
GRC Housekeeping	ZG-5690	12	BX571959.9	BX571959.9	TPF Analysis	"Component trimmed to remove high variation join"	Resolved	"none"	"BX571959.9 trimmed and resubmitted to remove high variation join with CT033796.7"	na	2014-01-08T06:40:38.000-0500	na	GRC Resolved by Electronic Means	"BX571959 has received an acc.ver update to BX571959.10. This submission update changes the sequence length, removing high variation join with overlapping component CT033796.7"	na	GRCz10	Zv9	na	na	na	MAPPED:@:CM002896.1:@:NC_007123.6:@:CHROMOSOME:@:17622697:@:17654002:@:9:@@@:BX571959:::9:@@@:BX571959:@:alignment:@:alignment:@:GRCz10:@:GCA_000002035.3:@:GCF_000002035.5:@:latest::@@::NOT MAPPED:@:na:@:na:@:na:@:na:@:na:@:na:@@@:na:::na:@@@:na:@:na:@:na:@:Zv9:@:GCA_000002035.2:@:GCF_000002035.4:@:old
GRC Housekeeping	ZG-5691	12	FO082787.4	FO082787.4	TPF Analysis	"Component trimmed to remove high variation join"	Resolved	"none"	"FO082787.4 trimmed and resubmitted to remove high variation join with BX571829.7"	na	2014-01-08T06:38:23.000-0500	na	GRC Resolved by Electronic Means	"FO082787 has received an acc.ver update to FO082787.5. This submission update changes the sequence length, removing high variation join with overlapping component BX571829.7"	na	GRCz10	Zv9	na	na	na	MAPPED:@:CM002896.1:@:NC_007123.6:@:CHROMOSOME:@:17814191:@:17911541:@:4:@@@:FO082787:::4:@@@:FO082787:@:alignment:@:alignment:@:GRCz10:@:GCA_000002035.3:@:GCF_000002035.5:@:latest::@@::NOT MAPPED:@:na:@:na:@:na:@:na:@:na:@:na:@@@:na:::na:@@@:na:@:na:@:na:@:Zv9:@:GCA_000002035.2:@:GCF_000002035.4:@:old
GRC Housekeeping	ZG-5692	12	CR450737.4	CR450737.4	TPF Analysis	"Component trimmed to remove high variation join"	Resolved	"none"	"CR450737.4 trimmed and resubmitted to remove high variation join with CU914479.8"	na	2014-01-08T06:36:48.000-0500	na	GRC Resolved by Electronic Means	"CR450737 has received an acc.ver update to CR450737.5. This submission update changes the sequence length, removing high variation join with overlapping component CU914479.8"	na	GRCz10	Zv9	na	na	na	MAPPED:@:CM002896.1:@:NC_007123.6:@:CHROMOSOME:@:18755245:@:18911590:@:4:@@@:CR450737:::4:@@@:CR450737:@:alignment:@:alignment:@:GRCz10:@:GCA_000002035.3:@:GCF_000002035.5:@:latest::@@::MAPPED:@:CU651615.3:@:NC_007123.5:@:CHROMOSOME:@:19973215:@:20129746:@:4:@@@:CR450737:::4:@@@:CR450737:@:component:@:component:@:Zv9:@:GCA_000002035.2:@:GCF_000002035.4:@:old
GRC Housekeeping	ZG-5693	12	CU457798.8	CU457798.8	TPF Analysis	"Component trimmed to remove high variation join"	Resolved	"none"	"CU457798.8 trimmed and resubmitted to remove high variation join with CR753833.17"	na	2014-01-08T06:34:28.000-0500	na	GRC Resolved by Electronic Means	"CU457798 has received an acc.ver update to CU457798.9. This submission update changes the sequence length, removing high variation join with overlapping component CR753833.17"	na	GRCz10	Zv9	na	na	na	MAPPED:@:CM002896.1:@:NC_007123.6:@:CHROMOSOME:@:21738288:@:21928274:@:8:@@@:CU457798:::8:@@@:CU457798:@:alignment:@:alignment:@:GRCz10:@:GCA_000002035.3:@:GCF_000002035.5:@:latest::@@::MAPPED:@:CU651615.3:@:NC_007123.5:@:CHROMOSOME:@:23244801:@:23404911:@:8:@@@:CU457798:::8:@@@:CU457798:@:component:@:component:@:Zv9:@:GCA_000002035.2:@:GCF_000002035.4:@:old
GRC Housekeeping	ZG-5694	12	AL929346.5	AL929346.5	TPF Analysis	"Component trimmed to remove high variation join"	Resolved	"none"	"AL929346.5 trimmed and resubmitted to remove high variation join with CR925753.6"	na	2014-01-08T06:32:54.000-0500	na	GRC Resolved by Electronic Means	"AL929346 has received an acc.ver update to AL929346.6. This submission update changes the sequence length, removing high variation join with overlapping component CR925753.7.\nNote CR925753 has also received an acc.ver update (ZG-5695)."	na	GRCz10	Zv9	na	na	na	MAPPED:@:CM002896.1:@:NC_007123.6:@:CHROMOSOME:@:22228048:@:22461534:@:5:@@@:AL929346:::5:@@@:AL929346:@:alignment:@:alignment:@:GRCz10:@:GCA_000002035.3:@:GCF_000002035.5:@:latest::@@::MAPPED:@:CU651615.3:@:NC_007123.5:@:CHROMOSOME:@:23706886:@:23937422:@:5:@@@:AL929346:::5:@@@:AL929346:@:component:@:component:@:Zv9:@:GCA_000002035.2:@:GCF_000002035.4:@:old
GRC Housekeeping	ZG-5695	12	CR925753.6	CR925753.6	TPF Analysis	"Component trimmed to remove high variation join"	Resolved	"none"	"CR925753.6 trimmed and resubmitted to remove high variation join with CR848021.10"	na	2014-01-08T06:29:29.000-0500	na	GRC Resolved by Electronic Means	"CR925753 has received an acc.ver update to CR925753.7. This submission update changes the sequence length, removing high variation join with overlapping component CR848021.10"	na	GRCz10	Zv9	na	na	na	MAPPED:@:CM002896.1:@:NC_007123.6:@:CHROMOSOME:@:22410873:@:22554723:@:6:@@@:CR925753:::6:@@@:CR925753:@:alignment:@:alignment:@:GRCz10:@:GCA_000002035.3:@:GCF_000002035.5:@:latest::@@::MAPPED:@:CU651615.3:@:NC_007123.5:@:CHROMOSOME:@:23937423:@:24025205:@:6:@@@:CR925753:::6:@@@:CR925753:@:component:@:component:@:Zv9:@:GCA_000002035.2:@:GCF_000002035.4:@:old
GRC Housekeeping	ZG-5696	12	CU459175.6	CU459175.6	TPF Analysis	"Component trimmed to remove high variation join"	Resolved	"none"	"CU459175.6 trimmed and resubmitted to remove high variation join with CU914155.16"	na	2014-01-08T06:27:49.000-0500	na	GRC Resolved by Electronic Means	"CU459175 has received an acc.ver update to CU459175.7. This submission update changes the sequence length, removing high variation join with overlapping component CU914155.16"	na	GRCz10	Zv9	na	na	na	MAPPED:@:CM002896.1:@:NC_007123.6:@:CHROMOSOME:@:23821155:@:23897543:@:6:@@@:CU459175:::6:@@@:CU459175:@:alignment:@:alignment:@:GRCz10:@:GCA_000002035.3:@:GCF_000002035.5:@:latest::@@::MAPPED:@:CU651615.3:@:NC_007123.5:@:CHROMOSOME:@:25405705:@:25528867:@:6:@@@:CU459175:::6:@@@:CU459175:@:component:@:component:@:Zv9:@:GCA_000002035.2:@:GCF_000002035.4:@:old
GRC Housekeeping	ZG-5697	12	BX324232.7	BX324232.7	TPF Analysis	"Component trimmed to remove high variation join"	Resolved	"none"	"BX324232.7 trimmed and resubmitted to remove high variation join with BX255907.8"	na	2014-01-08T06:21:09.000-0500	na	GRC Resolved by Electronic Means	"BX324232 has received an acc.ver update to BX324232.8. This submission update changes the sequence length, removing high variation join with overlapping component BX255907.8"	na	GRCz10	Zv9	na	na	na	MAPPED:@:CM002896.1:@:NC_007123.6:@:CHROMOSOME:@:24242891:@:24342110:@:7:@@@:BX324232:::7:@@@:BX324232:@:alignment:@:alignment:@:GRCz10:@:GCA_000002035.3:@:GCF_000002035.5:@:latest::@@::MAPPED:@:CU651615.3:@:NC_007123.5:@:CHROMOSOME:@:25876215:@:25969669:@:7:@@@:BX324232:::7:@@@:BX324232:@:component:@:component:@:Zv9:@:GCA_000002035.2:@:GCF_000002035.4:@:old
