id	chr	SuccessfullyMapped	MappedSeqInfo.GenBankID	MappedSeqInfo.RefSeqID	MappedSeqInfo.SequenceType	ChrStart	ChrEnd	MappedVersionNumbers	MappedVersionAccessions	Accession1Method	Accession2Method	AssemblyName	GenBankAssemblyAcc	RefSeqAssemblyAcc	AssemblyStatus
HG-958	11	MAPPED	CM000673.2	NC_000011.10	CHROMOSOME	705106	835094	1,1	AP006621,AP006621	component	component	GRCh38.p6	GCA_000001405.21	GCF_000001405.32	latest
HG-985	11	MAPPED	CM000673.1	NC_000011.9	CHROMOSOME	7608596	7738627	2,2	AC104237,AC104237	component	component	GRCh37.p13	GCA_000001405.14	GCF_000001405.25	old
HG-985	11	MAPPED	CM000673.2	NC_000011.10	CHROMOSOME	7587365	7717080	2,2	AC104237,AC104237	component	component	GRCh38.p6	GCA_000001405.21	GCF_000001405.32	latest
HG-99	11	MAPPED	CM000673.1	NC_000011.9	CHROMOSOME	70629039	70871098	3,4	AP005401,AP003783	component	component	GRCh37.p13	GCA_000001405.14	GCF_000001405.25	old
HG-99	11	MAPPED	JH806581.1	NW_004070871.1	ALT_SCAFFOLD	327147	654265	3,4	AP005401,AP003783	component	component	GRCh37.p13	GCA_000001405.14	GCF_000001405.25	old
HG-99	11	MAPPED	CM000673.2	NC_000011.10	CHROMOSOME	70782934	71160052	3,4	AP005401,AP003783	component	component	GRCh38.p6	GCA_000001405.21	GCF_000001405.32	latest
HG-102	12	MAPPED	CM000674.1	NC_000012.11	CHROMOSOME	126796198	126890020	11,11	AC007368,AC007368	component	component	GRCh37.p13	GCA_000001405.14	GCF_000001405.25	old
HG-102	12	MAPPED	GL383551.1	NW_003315940.1	ALT_SCAFFOLD	101925	184319	11,11	AC007368,AC007368	component	component	GRCh37.p13	GCA_000001405.14	GCF_000001405.25	old
HG-102	12	MAPPED	CM000674.2	NC_000012.12	CHROMOSOME	126311652	126405474	11,11	AC007368,AC007368	component	component	GRCh38.p6	GCA_000001405.21	GCF_000001405.32	latest
HG-102	12	MAPPED	GL383551.1	NW_003315940.1	ALT_SCAFFOLD	101925	184319	11,11	AC007368,AC007368	component	component	GRCh38.p6	GCA_000001405.21	GCF_000001405.32	latest
HG-1062	12	MAPPED	CM000674.1	NC_000012.11	CHROMOSOME	11127424	11293286	40,40	AC018630,AC018630	component	component	GRCh37.p13	GCA_000001405.14	GCF_000001405.25	old
HG-1062	12	MAPPED	GL949745.1	NW_003571047.1	ALT_SCAFFOLD	173531	214460	40,40	AC018630,AC018630	component	component	GRCh37.p13	GCA_000001405.14	GCF_000001405.25	old
HG-1062	12	MAPPED	GL877876.1	NW_003571050.1	ALT_SCAFFOLD	173531	371341	40,40	AC018630,AC018630	component	component	GRCh37.p13	GCA_000001405.14	GCF_000001405.25	old
HG-1062	12	MAPPED	CM000674.2	NC_000012.12	CHROMOSOME	10974825	11140687	40,40	AC018630,AC018630	component	component	GRCh38.p6	GCA_000001405.21	GCF_000001405.32	latest
HG-1062	12	MAPPED	GL877876.1	NW_003571050.1	ALT_SCAFFOLD	173531	371341	40,40	AC018630,AC018630	component	component	GRCh38.p6	GCA_000001405.21	GCF_000001405.32	latest
HG-1062	12	MAPPED	KI270904.1	NT_187658.1	ALT_SCAFFOLD	173531	174681	40,40	AC018630,AC018630	component	component	GRCh38.p6	GCA_000001405.21	GCF_000001405.32	latest
HG-1069	12	MAPPED	CM000674.1	NC_000012.11	CHROMOSOME	60001	282464	3,21	AC215219,AC026369	component	component	GRCh37.p13	GCA_000001405.14	GCF_000001405.25	old
HG-1069	12	MAPPED	GL582974.1	NW_003571048.1	ALT_SCAFFOLD	1	163298	3,21	AC215219,AC026369	component	component	GRCh37.p13	GCA_000001405.14	GCF_000001405.25	old
HG-1069	12	MAPPED	GL877875.1	NW_003571049.1	ALT_SCAFFOLD	1	167313	3,21	AC215219,AC026369	component	component	GRCh37.p13	GCA_000001405.14	GCF_000001405.25	old
HG-1069	12	MAPPED	CM000674.2	NC_000012.12	CHROMOSOME	10001	173298	3,21	AC215219,AC026369	component	component	GRCh38.p6	GCA_000001405.21	GCF_000001405.32	latest
HG-1069	12	MAPPED	GL877875.1	NW_003571049.1	ALT_SCAFFOLD	1	167313	3,21	AC215219,AC026369	component	component	GRCh38.p6	GCA_000001405.21	GCF_000001405.32	latest
HG-1133	12	MAPPED	CM000674.1	NC_000012.11	CHROMOSOME	11127424	11330216	40,2	AC018630,AC134349	component	component	GRCh37.p13	GCA_000001405.14	GCF_000001405.25	old
HG-1133	12	MAPPED	GL949745.1	NW_003571047.1	ALT_SCAFFOLD	173531	372609	40,2	AC018630,AC134349	component	component	GRCh37.p13	GCA_000001405.14	GCF_000001405.25	old
HG-1133	12	MAPPED	GL877876.1	NW_003571050.1	ALT_SCAFFOLD	173531	408271	40,2	AC018630,AC134349	component	component	GRCh37.p13	GCA_000001405.14	GCF_000001405.25	old
HG-1133	12	MAPPED	CM000674.2	NC_000012.12	CHROMOSOME	10974825	11177617	40,2	AC018630,AC134349	component	component	GRCh38.p6	GCA_000001405.21	GCF_000001405.32	latest
HG-1133	12	MAPPED	GL877876.1	NW_003571050.1	ALT_SCAFFOLD	173531	408271	40,2	AC018630,AC134349	component	component	GRCh38.p6	GCA_000001405.21	GCF_000001405.32	latest
HG-1133	12	MAPPED	KI270904.1	NT_187658.1	ALT_SCAFFOLD	173531	372580	40,2	AC018630,AC134349	component	alignment	GRCh38.p6	GCA_000001405.21	GCF_000001405.32	latest
HG-1166	12	MAPPED	CM000674.1	NC_000012.11	CHROMOSOME	28148967	28263711	24,24	AC022363,AC022363	component	component	GRCh37.p13	GCA_000001405.14	GCF_000001405.25	old
HG-1166	12	MAPPED	GL383549.1	NW_003315938.1	ALT_SCAFFOLD	1	120804	24,24	AC022363,AC022363	component	component	GRCh37.p13	GCA_000001405.14	GCF_000001405.25	old
HG-1166	12	MAPPED	CM000674.2	NC_000012.12	CHROMOSOME	27996034	28110778	24,24	AC022363,AC022363	component	component	GRCh38.p6	GCA_000001405.21	GCF_000001405.32	latest
HG-1166	12	MAPPED	GL383549.1	NW_003315938.1	ALT_SCAFFOLD	1	120804	24,24	AC022363,AC022363	component	component	GRCh38.p6	GCA_000001405.21	GCF_000001405.32	latest
HG-1167	12	MAPPED	CM000674.1	NC_000012.11	CHROMOSOME	58326520	58486538	33,33	AC084033,AC084033	component	component	GRCh37.p13	GCA_000001405.14	GCF_000001405.25	old
HG-1167	12	MAPPED	GL383550.1	NW_003315939.1	ALT_SCAFFOLD	1	169178	33,33	AC084033,AC084033	component	component	GRCh37.p13	GCA_000001405.14	GCF_000001405.25	old
HG-1167	12	MAPPED	CM000674.2	NC_000012.12	CHROMOSOME	57932737	58092755	33,33	AC084033,AC084033	component	component	GRCh38.p6	GCA_000001405.21	GCF_000001405.32	latest
HG-1167	12	MAPPED	GL383550.2	NW_003315939.2	ALT_SCAFFOLD	1	169178	33,33	AC084033,AC084033	component	component	GRCh38.p6	GCA_000001405.21	GCF_000001405.32	latest
HG-1168	12	MAPPED	CM000674.1	NC_000012.11	CHROMOSOME	126711744	126890020	1,11	AC005885,AC007368	component	component	GRCh37.p13	GCA_000001405.14	GCF_000001405.25	old
HG-1168	12	MAPPED	GL383551.1	NW_003315940.1	ALT_SCAFFOLD	1	184319	1,11	AC005885,AC007368	component	component	GRCh37.p13	GCA_000001405.14	GCF_000001405.25	old
HG-1168	12	MAPPED	CM000674.2	NC_000012.12	CHROMOSOME	126227198	126405474	1,11	AC005885,AC007368	component	component	GRCh38.p6	GCA_000001405.21	GCF_000001405.32	latest
HG-1168	12	MAPPED	GL383551.1	NW_003315940.1	ALT_SCAFFOLD	1	184319	1,11	AC005885,AC007368	component	component	GRCh38.p6	GCA_000001405.21	GCF_000001405.32	latest
HG-1169	12	MAPPED	CM000674.1	NC_000012.11	CHROMOSOME	59323046	59454651	30,30	AC068305,AC068305	component	component	GRCh37.p13	GCA_000001405.14	GCF_000001405.25	old
HG-1169	12	MAPPED	GL383552.1	NW_003315941.1	ALT_SCAFFOLD	1	138655	30,30	AC068305,AC068305	component	component	GRCh37.p13	GCA_000001405.14	GCF_000001405.25	old
HG-1169	12	MAPPED	CM000674.2	NC_000012.12	CHROMOSOME	58929265	59060870	30,30	AC068305,AC068305	component	component	GRCh38.p6	GCA_000001405.21	GCF_000001405.32	latest
HG-1169	12	MAPPED	GL383552.1	NW_003315941.1	ALT_SCAFFOLD	1	138655	30,30	AC068305,AC068305	component	component	GRCh38.p6	GCA_000001405.21	GCF_000001405.32	latest
HG-1170	12	MAPPED	CM000674.1	NC_000012.11	CHROMOSOME	101505377	101652073	28,28	AC079953,AC079953	component	component	GRCh37.p13	GCA_000001405.14	GCF_000001405.25	old
HG-1170	12	MAPPED	GL383553.2	NW_003315942.2	ALT_SCAFFOLD	1	152874	28,28	AC079953,AC079953	component	component	GRCh37.p13	GCA_000001405.14	GCF_000001405.25	old
HG-1170	12	MAPPED	CM000674.2	NC_000012.12	CHROMOSOME	101111599	101258295	28,28	AC079953,AC079953	component	component	GRCh38.p6	GCA_000001405.21	GCF_000001405.32	latest
HG-1170	12	MAPPED	GL383553.2	NW_003315942.2	ALT_SCAFFOLD	1	152874	28,28	AC079953,AC079953	component	component	GRCh38.p6	GCA_000001405.21	GCF_000001405.32	latest
HG-1197	12	MAPPED	CM000674.1	NC_000012.11	CHROMOSOME	11330217	11530320	12,12	AC010176,AC010176	component	component	GRCh37.p13	GCA_000001405.14	GCF_000001405.25	old
HG-1197	12	MAPPED	CM000674.2	NC_000012.12	CHROMOSOME	11267409	11377386	12,12	AC010176,AC010176	component	component	GRCh38.p6	GCA_000001405.21	GCF_000001405.32	latest
HG-1197	12	MAPPED	KI270837.1	NT_187588.1	ALT_SCAFFOLD	1	814	12,12	AC010176,AC010176	component	component	GRCh38.p6	GCA_000001405.21	GCF_000001405.32	latest
HG-1197	12	MAPPED	KI270904.1	NT_187658.1	ALT_SCAFFOLD	462372	572349	12,12	AC010176,AC010176	component	component	GRCh38.p6	GCA_000001405.21	GCF_000001405.32	latest
HG-1213	12	MAPPED	CM000674.1	NC_000012.11	CHROMOSOME	123891841	124092583	8,29	AC145423,AC055713	component	component	GRCh37.p13	GCA_000001405.14	GCF_000001405.25	old
HG-1213	12	MAPPED	CM000674.2	NC_000012.12	CHROMOSOME	123407294	123608036	8,29	AC145423,AC055713	component	component	GRCh38.p6	GCA_000001405.21	GCF_000001405.32	latest
HG-1217	12	MAPPED	CM000674.1	NC_000012.11	CHROMOSOME	123807814	124092583	16,29	AC137767,AC055713	component	component	GRCh37.p13	GCA_000001405.14	GCF_000001405.25	old
HG-1217	12	MAPPED	CM000674.2	NC_000012.12	CHROMOSOME	123323267	123608036	16,29	AC137767,AC055713	component	component	GRCh38.p6	GCA_000001405.21	GCF_000001405.32	latest
HG-1272	12	MAPPED	CM000674.1	NC_000012.11	CHROMOSOME	10953894	11127423	17,17	AC006518,AC006518	component	component	GRCh37.p13	GCA_000001405.14	GCF_000001405.25	old
HG-1272	12	MAPPED	GL949745.1	NW_003571047.1	ALT_SCAFFOLD	1	173530	17,17	AC006518,AC006518	component	component	GRCh37.p13	GCA_000001405.14	GCF_000001405.25	old
HG-1272	12	MAPPED	GL877876.1	NW_003571050.1	ALT_SCAFFOLD	1	173530	17,17	AC006518,AC006518	component	component	GRCh37.p13	GCA_000001405.14	GCF_000001405.25	old
HG-1272	12	MAPPED	CM000674.2	NC_000012.12	CHROMOSOME	10801295	10974824	17,17	AC006518,AC006518	component	component	GRCh38.p6	GCA_000001405.21	GCF_000001405.32	latest
HG-1272	12	MAPPED	GL877876.1	NW_003571050.1	ALT_SCAFFOLD	1	173530	17,17	AC006518,AC006518	component	component	GRCh38.p6	GCA_000001405.21	GCF_000001405.32	latest
HG-1272	12	MAPPED	KI270904.1	NT_187658.1	ALT_SCAFFOLD	1	173530	17,17	AC006518,AC006518	component	component	GRCh38.p6	GCA_000001405.21	GCF_000001405.32	latest
HG-1302	12	MAPPED	CM000674.1	NC_000012.11	CHROMOSOME	21930701	22070494	23,23	AC008250,AC008250	component	component	GRCh37.p13	GCA_000001405.14	GCF_000001405.25	old
HG-1302	12	MAPPED	CM000674.2	NC_000012.12	CHROMOSOME	21777767	21917560	23,23	AC008250,AC008250	component	component	GRCh38.p6	GCA_000001405.21	GCF_000001405.32	latest
HG-1347	12	MAPPED	CM000674.1	NC_000012.11	CHROMOSOME	11127424	11530320	40,12	AC018630,AC010176	component	component	GRCh37.p13	GCA_000001405.14	GCF_000001405.25	old
HG-1347	12	MAPPED	CM000674.2	NC_000012.12	CHROMOSOME	10974825	11377386	40,12	AC018630,AC010176	component	component	GRCh38.p6	GCA_000001405.21	GCF_000001405.32	latest
HG-1347	12	MAPPED	KI270904.1	NT_187658.1	ALT_SCAFFOLD	173531	572349	40,12	AC018630,AC010176	component	component	GRCh38.p6	GCA_000001405.21	GCF_000001405.32	latest
HG-1361	12	MAPPED	CM000674.1	NC_000012.11	CHROMOSOME	121867312	122096824	44,11	AC073650,AC140062	component	component	GRCh37.p13	GCA_000001405.14	GCF_000001405.25	old
HG-1361	12	MAPPED	KB663607.2	NW_004504303.2	ALT_SCAFFOLD	105512	334922	44,11	AC073650,AC140062	component	component	GRCh37.p13	GCA_000001405.14	GCF_000001405.25	old
HG-1361	12	MAPPED	CM000674.2	NC_000012.12	CHROMOSOME	121429509	121658918	44,11	AC073650,AC140062	component	component	GRCh38.p6	GCA_000001405.21	GCF_000001405.32	latest
HG-1362	12	MAPPED	CM000674.1	NC_000012.11	CHROMOSOME	12516583	12686791	23,23	AC007619,AC007619	component	component	GRCh37.p13	GCA_000001405.14	GCF_000001405.25	old
HG-1362	12	MAPPED	CM000674.2	NC_000012.12	CHROMOSOME	12363649	12533857	23,23	AC007619,AC007619	component	component	GRCh38.p6	GCA_000001405.21	GCF_000001405.32	latest
HG-1362	12	MAPPED	KN538369.1	NW_011332696.1	ALT_SCAFFOLD	362706	502860	23,23	AC007619,AC007619	component	component	GRCh38.p6	GCA_000001405.21	GCF_000001405.32	latest
HG-138	12	MAPPED	CM000674.1	NC_000012.11	CHROMOSOME	133668666	133779461	5,5	AC026786,AC026786	component	component	GRCh37.p13	GCA_000001405.14	GCF_000001405.25	old
HG-138	12	MAPPED	CM000674.2	NC_000012.12	CHROMOSOME	133092080	133202875	5,5	AC026786,AC026786	component	component	GRCh38.p6	GCA_000001405.21	GCF_000001405.32	latest
HG-1397	12	MAPPED	CM000674.1	NC_000012.11	CHROMOSOME	145740	282464	21,21	AC026369,AC026369	component	component	GRCh37.p13	GCA_000001405.14	GCF_000001405.25	old
HG-1397	12	MAPPED	GL582974.1	NW_003571048.1	ALT_SCAFFOLD	35740	163298	21,21	AC026369,AC026369	component	component	GRCh37.p13	GCA_000001405.14	GCF_000001405.25	old
HG-1397	12	MAPPED	GL877875.1	NW_003571049.1	ALT_SCAFFOLD	56836	167313	21,21	AC026369,AC026369	component	component	GRCh37.p13	GCA_000001405.14	GCF_000001405.25	old
HG-1397	12	MAPPED	CM000674.2	NC_000012.12	CHROMOSOME	45740	173298	21,21	AC026369,AC026369	component	component	GRCh38.p6	GCA_000001405.21	GCF_000001405.32	latest
HG-1397	12	MAPPED	GL877875.1	NW_003571049.1	ALT_SCAFFOLD	56836	167313	21,21	AC026369,AC026369	component	component	GRCh38.p6	GCA_000001405.21	GCF_000001405.32	latest
HG-1398	12	MAPPED	CM000674.1	NC_000012.11	CHROMOSOME	7178850	7281540	1,2	AC154092,AC233309	component	component	GRCh37.p13	GCA_000001405.14	GCF_000001405.25	old
HG-1398	12	MAPPED	CM000674.2	NC_000012.12	CHROMOSOME	7071546	7128944	1,2	AC154092,AC233309	component	component	GRCh38.p6	GCA_000001405.21	GCF_000001405.32	latest
HG-1399	12	MAPPED	CM000674.1	NC_000012.11	CHROMOSOME	109333746	109460718	1,1	AC174068,AC190387	component	component	GRCh37.p13	GCA_000001405.14	GCF_000001405.25	old
HG-1399	12	MAPPED	CM000674.2	NC_000012.12	CHROMOSOME	108939970	109022913	1,1	AC174068,AC190387	component	component	GRCh38.p6	GCA_000001405.21	GCF_000001405.32	latest
HG-1400	12	MAPPED	CM000674.1	NC_000012.11	CHROMOSOME	122521638	122615323	1,1	AC205581,AC190384	component	component	GRCh37.p13	GCA_000001405.14	GCF_000001405.25	old
HG-1400	12	MAPPED	CM000674.2	NC_000012.12	CHROMOSOME	122083732	122130776	1,1	AC205581,AC190384	component	component	GRCh38.p6	GCA_000001405.21	GCF_000001405.32	latest
HG-1400	12	MAPPED	KN538370.1	NW_011332697.1	ALT_SCAFFOLD	25998	71733	1,1	AC205581,AC190384	component	component	GRCh38.p6	GCA_000001405.21	GCF_000001405.32	latest
HG-1401	12	MAPPED	CM000674.1	NC_000012.11	CHROMOSOME	122521638	122530623	1,1	AC205581,AC205581	component	component	GRCh37.p13	GCA_000001405.14	GCF_000001405.25	old
HG-1401	12	MAPPED	CM000674.2	NC_000012.12	CHROMOSOME	122083732	122092717	1,1	AC205581,AC205581	component	component	GRCh38.p6	GCA_000001405.21	GCF_000001405.32	latest
HG-1401	12	MAPPED	KN538370.1	NW_011332697.1	ALT_SCAFFOLD	25998	34983	1,1	AC205581,AC205581	component	component	GRCh38.p6	GCA_000001405.21	GCF_000001405.32	latest
HG-1402	12	MAPPED	CM000674.1	NC_000012.11	CHROMOSOME	132704997	132967794	1,3	AC232989,AC148477	component	component	GRCh37.p13	GCA_000001405.14	GCF_000001405.25	old
HG-1402	12	MAPPED	CM000674.2	NC_000012.12	CHROMOSOME	132220452	132391208	1,3	AC232989,AC148477	component	component	GRCh38.p6	GCA_000001405.21	GCF_000001405.32	latest
HG-147	12	MAPPED	CM000674.1	NC_000012.11	CHROMOSOME	109127917	109532991	15,27	AC087893,AC011596	component	component	GRCh37.p13	GCA_000001405.14	GCF_000001405.25	old
HG-147	12	MAPPED	CM000674.2	NC_000012.12	CHROMOSOME	108734141	109095186	15,27	AC087893,AC011596	component	component	GRCh38.p6	GCA_000001405.21	GCF_000001405.32	latest
HG-1489	12	MAPPED	CM000674.1	NC_000012.11	CHROMOSOME	37856695	38022072	7,7	AC129805,AC129805	component	component	GRCh37.p13	GCA_000001405.14	GCF_000001405.25	old
HG-1489	12	MAPPED	CM000674.2	NC_000012.12	CHROMOSOME	37462893	37628270	7,7	AC129805,AC129805	component	component	GRCh38.p6	GCA_000001405.21	GCF_000001405.32	latest
HG-1595	12	MAPPED	CM000674.1	NC_000012.11	CHROMOSOME	121956483	122032129	6,6	AC145422,AC145422	component	component	GRCh37.p13	GCA_000001405.14	GCF_000001405.25	old
HG-1595	12	MAPPED	KB663607.2	NW_004504303.2	ALT_SCAFFOLD	192638	315887	6,6	AC145422,AC145422	alignment	alignment	GRCh37.p13	GCA_000001405.14	GCF_000001405.25	old
HG-1595	12	MAPPED	CM000674.2	NC_000012.12	CHROMOSOME	121516635	121639883	6,6	AC145422,AC145422	alignment	alignment	GRCh38.p6	GCA_000001405.21	GCF_000001405.32	latest
HG-1598	12	MAPPED	CM000674.1	NC_000012.11	CHROMOSOME	25290553	25380581	10,10	AC092794,AC092794	component	component	GRCh37.p13	GCA_000001405.14	GCF_000001405.25	old
HG-1598	12	MAPPED	CM000674.2	NC_000012.12	CHROMOSOME	25137619	25227647	10,10	AC092794,AC092794	component	component	GRCh38.p6	GCA_000001405.21	GCF_000001405.32	latest
HG-162	12	MAPPED	CM000674.1	NC_000012.11	CHROMOSOME	11127424	11293286	40,40	AC018630,AC018630	component	component	GRCh37.p13	GCA_000001405.14	GCF_000001405.25	old
HG-162	12	MAPPED	GL949745.1	NW_003571047.1	ALT_SCAFFOLD	173531	214460	40,40	AC018630,AC018630	component	component	GRCh37.p13	GCA_000001405.14	GCF_000001405.25	old
HG-162	12	MAPPED	GL877876.1	NW_003571050.1	ALT_SCAFFOLD	173531	371341	40,40	AC018630,AC018630	component	component	GRCh37.p13	GCA_000001405.14	GCF_000001405.25	old
HG-162	12	MAPPED	CM000674.2	NC_000012.12	CHROMOSOME	10974825	11140687	40,40	AC018630,AC018630	component	component	GRCh38.p6	GCA_000001405.21	GCF_000001405.32	latest
HG-162	12	MAPPED	GL877876.1	NW_003571050.1	ALT_SCAFFOLD	173531	371341	40,40	AC018630,AC018630	component	component	GRCh38.p6	GCA_000001405.21	GCF_000001405.32	latest
HG-162	12	MAPPED	KI270904.1	NT_187658.1	ALT_SCAFFOLD	173531	174681	40,40	AC018630,AC018630	component	component	GRCh38.p6	GCA_000001405.21	GCF_000001405.32	latest
HG-1682	12	MAPPED	CM000674.1	NC_000012.11	CHROMOSOME	125294211	125414193	8,8	AC126309,AC126309	component	component	GRCh37.p13	GCA_000001405.14	GCF_000001405.25	old
HG-1682	12	MAPPED	CM000674.2	NC_000012.12	CHROMOSOME	124809665	124929647	8,8	AC126309,AC126309	component	component	GRCh38.p6	GCA_000001405.21	GCF_000001405.32	latest
HG-1720	12	MAPPED	CM000674.1	NC_000012.11	CHROMOSOME	130807621	131059955	3,36	AC127071,AC063926	component	component	GRCh37.p13	GCA_000001405.14	GCF_000001405.25	old
HG-1720	12	MAPPED	CM000674.2	NC_000012.12	CHROMOSOME	130323076	130575410	3,36	AC127071,AC063926	component	component	GRCh38.p6	GCA_000001405.21	GCF_000001405.32	latest
HG-1794	12	MAPPED	CM000674.1	NC_000012.11	CHROMOSOME	124311056	124430501	30,30	AC079315,AC079315	component	component	GRCh37.p13	GCA_000001405.14	GCF_000001405.25	old
HG-1794	12	MAPPED	CM000674.2	NC_000012.12	CHROMOSOME	123826509	123945954	30,30	AC079315,AC079315	component	component	GRCh38.p6	GCA_000001405.21	GCF_000001405.32	latest
HG-1794	12	MAPPED	KI270834.1	NT_187590.1	ALT_SCAFFOLD	1	119498	30,30	AC079315,AC079315	component	component	GRCh38.p6	GCA_000001405.21	GCF_000001405.32	latest
HG-1797	12	MAPPED	CM000674.1	NC_000012.11	CHROMOSOME	31107356	31500279	8,39	AC008013,AC024940	component	component	GRCh37.p13	GCA_000001405.14	GCF_000001405.25	old
HG-1797	12	MAPPED	CM000674.2	NC_000012.12	CHROMOSOME	30954422	31347345	8,39	AC008013,AC024940	component	component	GRCh38.p6	GCA_000001405.21	GCF_000001405.32	latest
HG-1808	12	MAPPED	CM000674.1	NC_000012.11	CHROMOSOME	132027565	132091909	1,13	AC155072,AC140063	component	component	GRCh37.p13	GCA_000001405.14	GCF_000001405.25	old
HG-1808	12	MAPPED	CM000674.2	NC_000012.12	CHROMOSOME	131543020	131607364	1,13	AC155072,AC140063	component	component	GRCh38.p6	GCA_000001405.21	GCF_000001405.32	latest
HG-1808	12	MAPPED	KI270836.1	NT_187591.1	ALT_SCAFFOLD	1	56134	1,13	AC155072,AC140063	component	alignment	GRCh38.p6	GCA_000001405.21	GCF_000001405.32	latest
HG-1815	12	MAPPED	CM000674.1	NC_000012.11	CHROMOSOME	2243809	2397338	1,1	AC005344,AC005344	component	component	GRCh37.p13	GCA_000001405.14	GCF_000001405.25	old
HG-1815	12	MAPPED	CM000674.2	NC_000012.12	CHROMOSOME	2134643	2288172	1,1	AC005344,AC005344	component	component	GRCh38.p6	GCA_000001405.21	GCF_000001405.32	latest
HG-2034	12	MAPPED	CM000674.1	NC_000012.11	CHROMOSOME	126711744	126890020	1,11	AC005885,AC007368	component	component	GRCh37.p13	GCA_000001405.14	GCF_000001405.25	old
HG-2034	12	MAPPED	GL383551.1	NW_003315940.1	ALT_SCAFFOLD	1	184319	1,11	AC005885,AC007368	component	component	GRCh37.p13	GCA_000001405.14	GCF_000001405.25	old
HG-2034	12	MAPPED	CM000674.2	NC_000012.12	CHROMOSOME	126227198	126405474	1,11	AC005885,AC007368	component	component	GRCh38.p6	GCA_000001405.21	GCF_000001405.32	latest
HG-2034	12	MAPPED	GL383551.1	NW_003315940.1	ALT_SCAFFOLD	1	184319	1,11	AC005885,AC007368	component	component	GRCh38.p6	GCA_000001405.21	GCF_000001405.32	latest
HG-2047	12	MAPPED	CM000674.1	NC_000012.11	CHROMOSOME	122064780	122064906	1,1	KF511472,KF511472	alignment	alignment	GRCh37.p13	GCA_000001405.14	GCF_000001405.25	old
HG-2047	12	MAPPED	CM000674.1	NC_000012.11	CHROMOSOME	122064776	122064906	1,1	KF511472,KF511472	alignment	alignment	GRCh37.p13	GCA_000001405.14	GCF_000001405.25	old
HG-2047	12	MAPPED	KB663607.2	NW_004504303.2	ALT_SCAFFOLD	302874	303004	1,1	KF511472,KF511472	alignment	alignment	GRCh37.p13	GCA_000001405.14	GCF_000001405.25	old
HG-2047	12	MAPPED	KB663607.2	NW_004504303.2	ALT_SCAFFOLD	302878	303004	1,1	KF511472,KF511472	alignment	alignment	GRCh37.p13	GCA_000001405.14	GCF_000001405.25	old
HG-2047	12	MAPPED	CM000674.2	NC_000012.12	CHROMOSOME	121626871	121627000	1,1	KF511472,KF511472	component	component	GRCh38.p6	GCA_000001405.21	GCF_000001405.32	latest
HG-2061	12	MAPPED	CM000674.1	NC_000012.11	CHROMOSOME	13363945	13614528	35,8	AC022276,AC011594	component	component	GRCh37.p13	GCA_000001405.14	GCF_000001405.25	old
HG-2061	12	MAPPED	CM000674.2	NC_000012.12	CHROMOSOME	13211011	13461594	35,8	AC022276,AC011594	component	component	GRCh38.p6	GCA_000001405.21	GCF_000001405.32	latest
HG-2063	12	MAPPED	CM000674.1	NC_000012.11	CHROMOSOME	87220478	87323003	11,11	AC087887,AC087887	component	component	GRCh37.p13	GCA_000001405.14	GCF_000001405.25	old
HG-2063	12	MAPPED	CM000674.2	NC_000012.12	CHROMOSOME	86826701	86929226	11,11	AC087887,AC087887	component	component	GRCh38.p6	GCA_000001405.21	GCF_000001405.32	latest
HG-2063	12	MAPPED	KQ759760.1	NW_015148967.1	ALT_SCAFFOLD	56492	160848	11,11	AC087887,AC087887	alignment	alignment	GRCh38.p6	GCA_000001405.21	GCF_000001405.32	latest
HG-2073	12	MAPPED	CM000674.1	NC_000012.11	CHROMOSOME	127538022	127677792	45,45	AC079949,AC079949	component	component	GRCh37.p13	GCA_000001405.14	GCF_000001405.25	old
HG-2073	12	MAPPED	CM000674.2	NC_000012.12	CHROMOSOME	127053477	127193247	45,45	AC079949,AC079949	component	component	GRCh38.p6	GCA_000001405.21	GCF_000001405.32	latest
HG-2074	12	MAPPED	CM000674.1	NC_000012.11	CHROMOSOME	127538022	127677792	45,45	AC079949,AC079949	component	component	GRCh37.p13	GCA_000001405.14	GCF_000001405.25	old
HG-2074	12	MAPPED	CM000674.2	NC_000012.12	CHROMOSOME	127053477	127193247	45,45	AC079949,AC079949	component	component	GRCh38.p6	GCA_000001405.21	GCF_000001405.32	latest
HG-2183	12	MAPPED	CM000674.1	NC_000012.11	CHROMOSOME	1142696	1245090	10,10	AC092469,AC092469	component	component	GRCh37.p13	GCA_000001405.14	GCF_000001405.25	old
HG-2183	12	MAPPED	CM000674.2	NC_000012.12	CHROMOSOME	1033530	1135924	10,10	AC092469,AC092469	component	component	GRCh38.p6	GCA_000001405.21	GCF_000001405.32	latest
HG-2183	12	MAPPED	KQ090023.1	NW_013171809.1	ALT_SCAFFOLD	1	109323	10,10	AC092469,AC092469	component	component	GRCh38.p6	GCA_000001405.21	GCF_000001405.32	latest
HG-2184	12	MAPPED	CM000674.1	NC_000012.11	CHROMOSOME	6229810	6287818	13,13	AC005845,AC005845	component	component	GRCh37.p13	GCA_000001405.14	GCF_000001405.25	old
HG-2184	12	MAPPED	CM000674.2	NC_000012.12	CHROMOSOME	6120644	6178652	13,13	AC005845,AC005845	component	component	GRCh38.p6	GCA_000001405.21	GCF_000001405.32	latest
