# Region Report
# Assembly Name:  MalDomGD1.0
# Description:    Malus_x_domestica_GoldenDelicious1.0
# Organism name:  Malus domestica
# Taxid:          3750
# Submitter:      IASMA research center
# Date:           2012-8-16
# BioSample:      SAMN02981243
# Assembly type:  haploid-with-alt-loci
# Release type:   major
# Assembly level: Chromosome
# Genome representation: full
# GenBank Assembly Accession: GCA_000148765.2 (latest)
# RefSeq Assembly Accession: GCF_000148765.1 (species-representative latest)
# RefSeq Assembly and GenBank Assemblies Identical: no
#
## Assembly-Units:
## GenBank Unit Accession	RefSeq Unit Accession	Assembly-Unit name
## GCA_000148775.1	GCF_000148775.1	Primary Assembly
## GCA_000165855.2	GCF_000165855.1	alt_haplotype1.MalDomGD1.0
## GCA_000165865.1	GCF_000165865.1	alt_haplotype2.MalDomGD1.0
## GCA_000165875.1	GCF_000165875.1	alt_haplotype3.MalDomGD1.0
## 	GCF_000696565.1	non-nuclear
#
# Region-Name	Chromosome	Chromosome-Start	Chromosome-Stop	Scaffold-Role	Scaffold-GenBank-Accn	Scaffold-RefSeq-Accn	Assembly-Unit
region280	3	30457272	31896812	alt-scaffold	GL543436.1	NW_007545118.1	alt_haplotype1.MalDomGD1.0
region280	3	30457272	31896812	alt-scaffold	GL543865.1	NW_007545546.1	alt_haplotype2.MalDomGD1.0
region280	3	30457272	31896812	alt-scaffold	GL544272.1	NW_007545953.1	alt_haplotype3.MalDomGD1.0
region281	3	31999915	33496296	alt-scaffold	GL543437.1	NW_007545119.1	alt_haplotype1.MalDomGD1.0
region281	3	31999915	33496296	alt-scaffold	GL543866.1	NW_007545547.1	alt_haplotype2.MalDomGD1.0
region281	3	31999915	33496296	alt-scaffold	GL544273.1	NW_007545954.1	alt_haplotype3.MalDomGD1.0
region282	3	33625329	33692963	alt-scaffold	GL543438.1	NW_007545120.1	alt_haplotype1.MalDomGD1.0
region282	3	33625329	33692963	alt-scaffold	GL543867.1	NW_007545548.1	alt_haplotype2.MalDomGD1.0
region283	4	16527	1615836	alt-scaffold	GL543439.1	NW_007545121.1	alt_haplotype1.MalDomGD1.0
region283	4	16527	1615836	alt-scaffold	GL543868.1	NW_007545549.1	alt_haplotype2.MalDomGD1.0
region283	4	16527	1615836	alt-scaffold	GL544274.1	NW_007545955.1	alt_haplotype3.MalDomGD1.0
region284	4	1671741	3365522	alt-scaffold	GL543440.1	NW_007545122.1	alt_haplotype1.MalDomGD1.0
region284	4	1671741	3365522	alt-scaffold	GL543869.1	NW_007545550.1	alt_haplotype2.MalDomGD1.0
region284	4	1671741	3365522	alt-scaffold	GL544275.1	NW_007545956.1	alt_haplotype3.MalDomGD1.0
region285	4	3428073	4969948	alt-scaffold	GL543441.1	NW_007545123.1	alt_haplotype1.MalDomGD1.0
region285	4	3428073	4969948	alt-scaffold	GL543870.1	NW_007545551.1	alt_haplotype2.MalDomGD1.0
region285	4	3428073	4969948	alt-scaffold	GL544276.1	NW_007545957.1	alt_haplotype3.MalDomGD1.0
region286	4	5028132	5958081	alt-scaffold	GL543442.1	NW_007545124.1	alt_haplotype1.MalDomGD1.0
region286	4	5028132	5958081	alt-scaffold	GL543871.1	NW_007545552.1	alt_haplotype2.MalDomGD1.0
region286	4	5028132	5958081	alt-scaffold	GL544277.1	NW_007545958.1	alt_haplotype3.MalDomGD1.0
region287	4	5986288	7414469	alt-scaffold	GL543443.1	NW_007545125.1	alt_haplotype1.MalDomGD1.0
region287	4	5986288	7414469	alt-scaffold	GL543872.1	NW_007545553.1	alt_haplotype2.MalDomGD1.0
region287	4	5986288	7414469	alt-scaffold	GL544278.1	NW_007545959.1	alt_haplotype3.MalDomGD1.0
region288	4	7475310	7475982	alt-scaffold	GL543444.1	NW_007545126.1	alt_haplotype1.MalDomGD1.0
region289	4	7480487	7481424	alt-scaffold	GL543873.1	NW_007545554.1	alt_haplotype2.MalDomGD1.0
region290	4	7734759	8587077	alt-scaffold	GL543445.1	NW_007545127.1	alt_haplotype1.MalDomGD1.0
region290	4	7734759	8587077	alt-scaffold	GL543874.1	NW_007545555.1	alt_haplotype2.MalDomGD1.0
region290	4	7734759	8587077	alt-scaffold	GL544279.1	NW_007545960.1	alt_haplotype3.MalDomGD1.0
region291	4	8617286	9793515	alt-scaffold	GL543446.1	NW_007545128.1	alt_haplotype1.MalDomGD1.0
region291	4	8617286	9793515	alt-scaffold	GL543875.1	NW_007545556.1	alt_haplotype2.MalDomGD1.0
region291	4	8617286	9793515	alt-scaffold	GL544280.1	NW_007545961.1	alt_haplotype3.MalDomGD1.0
region292	4	9800230	10043328	alt-scaffold	GL543447.1	NW_007545129.1	alt_haplotype1.MalDomGD1.0
region292	4	9800230	10043328	alt-scaffold	GL543876.1	NW_007545557.1	alt_haplotype2.MalDomGD1.0
region292	4	9800230	10043328	alt-scaffold	GL544281.1	NW_007545962.1	alt_haplotype3.MalDomGD1.0
region293	4	10183177	13408743	alt-scaffold	GL543448.1	NW_007545130.1	alt_haplotype1.MalDomGD1.0
region293	4	10183177	13408743	alt-scaffold	GL543877.1	NW_007545558.1	alt_haplotype2.MalDomGD1.0
region293	4	10183177	13408743	alt-scaffold	GL544282.1	NW_007545963.1	alt_haplotype3.MalDomGD1.0
region294	4	13429016	15873252	alt-scaffold	GL543449.1	NW_007545131.1	alt_haplotype1.MalDomGD1.0
region294	4	13429016	15873252	alt-scaffold	GL543878.1	NW_007545559.1	alt_haplotype2.MalDomGD1.0
region294	4	13429016	15873252	alt-scaffold	GL544283.1	NW_007545964.1	alt_haplotype3.MalDomGD1.0
region295	4	16122086	20646006	alt-scaffold	GL543450.1	NW_007545132.1	alt_haplotype1.MalDomGD1.0
region295	4	16122086	20646006	alt-scaffold	GL543879.1	NW_007545560.1	alt_haplotype2.MalDomGD1.0
region295	4	16122086	20646006	alt-scaffold	GL544284.1	NW_007545965.1	alt_haplotype3.MalDomGD1.0
region296	4	20735688	23012362	alt-scaffold	GL543451.1	NW_007545133.1	alt_haplotype1.MalDomGD1.0
region296	4	20735688	23012362	alt-scaffold	GL543880.1	NW_007545561.1	alt_haplotype2.MalDomGD1.0
region296	4	20735688	23012362	alt-scaffold	GL544285.1	NW_007545966.1	alt_haplotype3.MalDomGD1.0
region297	5	39212	1950324	alt-scaffold	GL543452.1	NW_007545134.1	alt_haplotype1.MalDomGD1.0
region297	5	39212	1950324	alt-scaffold	GL543881.1	NW_007545562.1	alt_haplotype2.MalDomGD1.0
region297	5	39212	1950324	alt-scaffold	GL544286.1	NW_007545967.1	alt_haplotype3.MalDomGD1.0
region298	5	2093538	2497800	alt-scaffold	GL543453.1	NW_007545135.1	alt_haplotype1.MalDomGD1.0
region298	5	2093538	2497800	alt-scaffold	GL543882.1	NW_007545563.1	alt_haplotype2.MalDomGD1.0
region298	5	2093538	2497800	alt-scaffold	GL544287.1	NW_007545968.1	alt_haplotype3.MalDomGD1.0
region299	5	2628028	2855111	alt-scaffold	GL543454.1	NW_007545136.1	alt_haplotype1.MalDomGD1.0
region299	5	2628028	2855111	alt-scaffold	GL543883.1	NW_007545564.1	alt_haplotype2.MalDomGD1.0
region299	5	2628028	2855111	alt-scaffold	GL544288.1	NW_007545969.1	alt_haplotype3.MalDomGD1.0
region300	5	2935298	7344121	alt-scaffold	GL543455.1	NW_007545137.1	alt_haplotype1.MalDomGD1.0
region300	5	2935298	7344121	alt-scaffold	GL543884.1	NW_007545565.1	alt_haplotype2.MalDomGD1.0
region300	5	2935298	7344121	alt-scaffold	GL544289.1	NW_007545970.1	alt_haplotype3.MalDomGD1.0
region301	5	7400482	7582532	alt-scaffold	GL543456.1	NW_007545138.1	alt_haplotype1.MalDomGD1.0
region301	5	7400482	7582532	alt-scaffold	GL543885.1	NW_007545566.1	alt_haplotype2.MalDomGD1.0
region301	5	7400482	7582532	alt-scaffold	GL544290.1	NW_007545971.1	alt_haplotype3.MalDomGD1.0
region302	5	7621106	8001260	alt-scaffold	GL543457.1	NW_007545139.1	alt_haplotype1.MalDomGD1.0
region302	5	7621106	8001260	alt-scaffold	GL543886.1	NW_007545567.1	alt_haplotype2.MalDomGD1.0
region303	5	8030984	8524455	alt-scaffold	GL543458.1	NW_007545140.1	alt_haplotype1.MalDomGD1.0
region303	5	8030984	8524455	alt-scaffold	GL543887.1	NW_007545568.1	alt_haplotype2.MalDomGD1.0
region303	5	8030984	8524455	alt-scaffold	GL544292.1	NW_007545973.1	alt_haplotype3.MalDomGD1.0
region304	5	8588481	12506259	alt-scaffold	GL543459.1	NW_007545141.1	alt_haplotype1.MalDomGD1.0
region304	5	8588481	12506259	alt-scaffold	GL543888.1	NW_007545569.1	alt_haplotype2.MalDomGD1.0
region304	5	8588481	12506259	alt-scaffold	GL544293.1	NW_007545974.1	alt_haplotype3.MalDomGD1.0
region305	5	12689042	13219242	alt-scaffold	GL543460.1	NW_007545142.1	alt_haplotype1.MalDomGD1.0
region305	5	12689042	13219242	alt-scaffold	GL543889.1	NW_007545570.1	alt_haplotype2.MalDomGD1.0
region305	5	12689042	13219242	alt-scaffold	GL544294.1	NW_007545975.1	alt_haplotype3.MalDomGD1.0
region306	5	13355027	13965904	alt-scaffold	GL543461.1	NW_007545143.1	alt_haplotype1.MalDomGD1.0
region306	5	13355027	13965904	alt-scaffold	GL543890.1	NW_007545571.1	alt_haplotype2.MalDomGD1.0
region306	5	13355027	13965904	alt-scaffold	GL544295.1	NW_007545976.1	alt_haplotype3.MalDomGD1.0
region307	5	14110361	14639285	alt-scaffold	GL543462.1	NW_007545144.1	alt_haplotype1.MalDomGD1.0
region307	5	14110361	14639285	alt-scaffold	GL543891.1	NW_007545572.1	alt_haplotype2.MalDomGD1.0
region307	5	14110361	14639285	alt-scaffold	GL544296.1	NW_007545977.1	alt_haplotype3.MalDomGD1.0
region308	5	14654890	14701668	alt-scaffold	GL543463.1	NW_007545145.1	alt_haplotype1.MalDomGD1.0
region308	5	14654890	14701668	alt-scaffold	GL543892.1	NW_007545573.1	alt_haplotype2.MalDomGD1.0
region309	5	14859677	18000639	alt-scaffold	GL543464.1	NW_007545146.1	alt_haplotype1.MalDomGD1.0
region309	5	14859677	18000639	alt-scaffold	GL543893.1	NW_007545574.1	alt_haplotype2.MalDomGD1.0
region309	5	14859677	18000639	alt-scaffold	GL544297.1	NW_007545978.1	alt_haplotype3.MalDomGD1.0
region310	5	18018732	18912011	alt-scaffold	GL543465.1	NW_007545147.1	alt_haplotype1.MalDomGD1.0
region310	5	18018732	18912011	alt-scaffold	GL543894.1	NW_007545575.1	alt_haplotype2.MalDomGD1.0
region310	5	18018732	18912011	alt-scaffold	GL544298.1	NW_007545979.1	alt_haplotype3.MalDomGD1.0
region311	5	19030726	21286353	alt-scaffold	GL543466.1	NW_007545148.1	alt_haplotype1.MalDomGD1.0
region311	5	19030726	21286353	alt-scaffold	GL543895.1	NW_007545576.1	alt_haplotype2.MalDomGD1.0
region311	5	19030726	21286353	alt-scaffold	GL544299.1	NW_007545980.1	alt_haplotype3.MalDomGD1.0
region312	5	21295538	21752218	alt-scaffold	GL543467.1	NW_007545149.1	alt_haplotype1.MalDomGD1.0
region312	5	21295538	21752218	alt-scaffold	GL543896.1	NW_007545577.1	alt_haplotype2.MalDomGD1.0
region312	5	21295538	21752218	alt-scaffold	GL544300.1	NW_007545981.1	alt_haplotype3.MalDomGD1.0
region313	5	21833660	21937795	alt-scaffold	GL543468.1	NW_007545150.1	alt_haplotype1.MalDomGD1.0
region313	5	21833660	21937795	alt-scaffold	GL543897.1	NW_007545578.1	alt_haplotype2.MalDomGD1.0
region314	5	22008151	22681575	alt-scaffold	GL543469.1	NW_007545151.1	alt_haplotype1.MalDomGD1.0
region314	5	22008151	22681575	alt-scaffold	GL543898.1	NW_007545579.1	alt_haplotype2.MalDomGD1.0
region314	5	22008151	22681575	alt-scaffold	GL544301.1	NW_007545982.1	alt_haplotype3.MalDomGD1.0
region315	5	22852219	23437496	alt-scaffold	GL543470.1	NW_007545152.1	alt_haplotype1.MalDomGD1.0
region315	5	22852219	23437496	alt-scaffold	GL543899.1	NW_007545580.1	alt_haplotype2.MalDomGD1.0
region315	5	22852219	23437496	alt-scaffold	GL544302.1	NW_007545983.1	alt_haplotype3.MalDomGD1.0
region316	5	23609561	24221276	alt-scaffold	GL543471.1	NW_007545153.1	alt_haplotype1.MalDomGD1.0
region316	5	23609561	24221276	alt-scaffold	GL543900.1	NW_007545581.1	alt_haplotype2.MalDomGD1.0
region316	5	23609561	24221276	alt-scaffold	GL544303.1	NW_007545984.1	alt_haplotype3.MalDomGD1.0
region317	5	24253057	24614633	alt-scaffold	GL543472.1	NW_007545154.1	alt_haplotype1.MalDomGD1.0
region317	5	24253057	24614633	alt-scaffold	GL543901.1	NW_007545582.1	alt_haplotype2.MalDomGD1.0
region317	5	24253057	24614633	alt-scaffold	GL544304.1	NW_007545985.1	alt_haplotype3.MalDomGD1.0
region318	5	24624693	25867801	alt-scaffold	GL543473.1	NW_007545155.1	alt_haplotype1.MalDomGD1.0
region318	5	24624693	25867801	alt-scaffold	GL543902.1	NW_007545583.1	alt_haplotype2.MalDomGD1.0
region318	5	24624693	25867801	alt-scaffold	GL544305.1	NW_007545986.1	alt_haplotype3.MalDomGD1.0
region319	5	25924767	26466097	alt-scaffold	GL543474.1	NW_007545156.1	alt_haplotype1.MalDomGD1.0
region319	5	25924767	26466097	alt-scaffold	GL543903.1	NW_007545584.1	alt_haplotype2.MalDomGD1.0
region319	5	25924767	26466097	alt-scaffold	GL544306.1	NW_007545987.1	alt_haplotype3.MalDomGD1.0
region320	5	26567298	26958586	alt-scaffold	GL543475.1	NW_007545157.1	alt_haplotype1.MalDomGD1.0
region320	5	26567298	26958586	alt-scaffold	GL543904.1	NW_007545585.1	alt_haplotype2.MalDomGD1.0
region320	5	26567298	26958586	alt-scaffold	GL544307.1	NW_007545988.1	alt_haplotype3.MalDomGD1.0
region321	5	27012957	27039281	alt-scaffold	GL543476.1	NW_007545158.1	alt_haplotype1.MalDomGD1.0
region322	5	27156622	27428264	alt-scaffold	GL543477.1	NW_007545159.1	alt_haplotype1.MalDomGD1.0
region322	5	27156622	27428264	alt-scaffold	GL543905.1	NW_007545586.1	alt_haplotype2.MalDomGD1.0
region322	5	27156622	27428264	alt-scaffold	GL544308.1	NW_007545989.1	alt_haplotype3.MalDomGD1.0
region323	5	27457110	28515332	alt-scaffold	GL543478.1	NW_007545160.1	alt_haplotype1.MalDomGD1.0
region323	5	27457110	28515332	alt-scaffold	GL543906.1	NW_007545587.1	alt_haplotype2.MalDomGD1.0
region323	5	27457110	28515332	alt-scaffold	GL544309.1	NW_007545990.1	alt_haplotype3.MalDomGD1.0
region324	5	28530597	29773777	alt-scaffold	GL543479.1	NW_007545161.1	alt_haplotype1.MalDomGD1.0
region324	5	28530597	29773777	alt-scaffold	GL543907.1	NW_007545588.1	alt_haplotype2.MalDomGD1.0
region324	5	28530597	29773777	alt-scaffold	GL544310.1	NW_007545991.1	alt_haplotype3.MalDomGD1.0
region325	5	29867391	30338449	alt-scaffold	GL543480.1	NW_007545162.1	alt_haplotype1.MalDomGD1.0
region325	5	29867391	30338449	alt-scaffold	GL543908.1	NW_007545589.1	alt_haplotype2.MalDomGD1.0
region325	5	29867391	30338449	alt-scaffold	GL544311.1	NW_007545992.1	alt_haplotype3.MalDomGD1.0
region326	5	30388587	30954393	alt-scaffold	GL543481.1	NW_007545163.1	alt_haplotype1.MalDomGD1.0
region326	5	30388587	30954393	alt-scaffold	GL543909.1	NW_007545590.1	alt_haplotype2.MalDomGD1.0
region326	5	30388587	30954393	alt-scaffold	GL544312.1	NW_007545993.1	alt_haplotype3.MalDomGD1.0
region327	5	30955602	31463495	alt-scaffold	GL543482.1	NW_007545164.1	alt_haplotype1.MalDomGD1.0
region327	5	30955602	31463495	alt-scaffold	GL543910.1	NW_007545591.1	alt_haplotype2.MalDomGD1.0
region327	5	30955602	31463495	alt-scaffold	GL544313.1	NW_007545994.1	alt_haplotype3.MalDomGD1.0
region328	6	12295	522640	alt-scaffold	GL543483.1	NW_007545165.1	alt_haplotype1.MalDomGD1.0
region328	6	12295	522640	alt-scaffold	GL543911.1	NW_007545592.1	alt_haplotype2.MalDomGD1.0
region328	6	12295	522640	alt-scaffold	GL544314.1	NW_007545995.1	alt_haplotype3.MalDomGD1.0
region329	6	546250	1336549	alt-scaffold	GL543484.1	NW_007545166.1	alt_haplotype1.MalDomGD1.0
region329	6	546250	1336549	alt-scaffold	GL543912.1	NW_007545593.1	alt_haplotype2.MalDomGD1.0
region329	6	546250	1336549	alt-scaffold	GL544315.1	NW_007545996.1	alt_haplotype3.MalDomGD1.0
region330	6	1350260	1419671	alt-scaffold	GL543485.1	NW_007545167.1	alt_haplotype1.MalDomGD1.0
region330	6	1350260	1419671	alt-scaffold	GL543913.1	NW_007545594.1	alt_haplotype2.MalDomGD1.0
region330	6	1350260	1419671	alt-scaffold	GL544316.1	NW_007545997.1	alt_haplotype3.MalDomGD1.0
region331	6	1452417	2448172	alt-scaffold	GL543486.1	NW_007545168.1	alt_haplotype1.MalDomGD1.0
region331	6	1452417	2448172	alt-scaffold	GL543914.1	NW_007545595.1	alt_haplotype2.MalDomGD1.0
region331	6	1452417	2448172	alt-scaffold	GL544317.1	NW_007545998.1	alt_haplotype3.MalDomGD1.0
region332	6	2455389	6512973	alt-scaffold	GL543487.1	NW_007545169.1	alt_haplotype1.MalDomGD1.0
region332	6	2455389	6512973	alt-scaffold	GL543915.1	NW_007545596.1	alt_haplotype2.MalDomGD1.0
region332	6	2455389	6512973	alt-scaffold	GL544318.1	NW_007545999.1	alt_haplotype3.MalDomGD1.0
region333	6	6618826	7081785	alt-scaffold	GL543488.1	NW_007545170.1	alt_haplotype1.MalDomGD1.0
region333	6	6618826	7081785	alt-scaffold	GL543916.1	NW_007545597.1	alt_haplotype2.MalDomGD1.0
region333	6	6618826	7081785	alt-scaffold	GL544319.1	NW_007546000.1	alt_haplotype3.MalDomGD1.0
region334	6	7248709	7270729	alt-scaffold	GL543489.1	NW_007545171.1	alt_haplotype1.MalDomGD1.0
region334	6	7248709	7270729	alt-scaffold	GL544320.1	NW_007546001.1	alt_haplotype3.MalDomGD1.0
region335	6	7286250	7291023	alt-scaffold	GL543917.1	NW_007545598.1	alt_haplotype2.MalDomGD1.0
region336	6	7312487	7462840	alt-scaffold	GL543490.1	NW_007545172.1	alt_haplotype1.MalDomGD1.0
region336	6	7312487	7462840	alt-scaffold	GL543918.1	NW_007545599.1	alt_haplotype2.MalDomGD1.0
region337	6	7598350	8730157	alt-scaffold	GL543491.1	NW_007545173.1	alt_haplotype1.MalDomGD1.0
region337	6	7598350	8730157	alt-scaffold	GL543919.1	NW_007545600.1	alt_haplotype2.MalDomGD1.0
region337	6	7598350	8730157	alt-scaffold	GL544321.1	NW_007546002.1	alt_haplotype3.MalDomGD1.0
region338	6	8748040	9428560	alt-scaffold	GL543492.1	NW_007545174.1	alt_haplotype1.MalDomGD1.0
region338	6	8748040	9428560	alt-scaffold	GL543920.1	NW_007545601.1	alt_haplotype2.MalDomGD1.0
region338	6	8748040	9428560	alt-scaffold	GL544322.1	NW_007546003.1	alt_haplotype3.MalDomGD1.0
region339	6	9452468	9640620	alt-scaffold	GL543493.1	NW_007545175.1	alt_haplotype1.MalDomGD1.0
region339	6	9452468	9640620	alt-scaffold	GL543921.1	NW_007545602.1	alt_haplotype2.MalDomGD1.0
region339	6	9452468	9640620	alt-scaffold	GL544323.1	NW_007546004.1	alt_haplotype3.MalDomGD1.0
region340	6	9717169	10293800	alt-scaffold	GL543494.1	NW_007545176.1	alt_haplotype1.MalDomGD1.0
region340	6	9717169	10293800	alt-scaffold	GL543922.1	NW_007545603.1	alt_haplotype2.MalDomGD1.0
region340	6	9717169	10293800	alt-scaffold	GL544324.1	NW_007546005.1	alt_haplotype3.MalDomGD1.0
region341	6	10378260	10390861	alt-scaffold	GL543495.1	NW_007545177.1	alt_haplotype1.MalDomGD1.0
region342	6	10484144	11043603	alt-scaffold	GL543496.1	NW_007545178.1	alt_haplotype1.MalDomGD1.0
region342	6	10484144	11043603	alt-scaffold	GL543923.1	NW_007545604.1	alt_haplotype2.MalDomGD1.0
region342	6	10484144	11043603	alt-scaffold	GL544325.1	NW_007546006.1	alt_haplotype3.MalDomGD1.0
region343	6	11066995	11871812	alt-scaffold	GL543497.1	NW_007545179.1	alt_haplotype1.MalDomGD1.0
region343	6	11066995	11871812	alt-scaffold	GL543924.1	NW_007545605.1	alt_haplotype2.MalDomGD1.0
region343	6	11066995	11871812	alt-scaffold	GL544326.1	NW_007546007.1	alt_haplotype3.MalDomGD1.0
region344	6	11880202	12980074	alt-scaffold	GL543498.1	NW_007545180.1	alt_haplotype1.MalDomGD1.0
region344	6	11880202	12980074	alt-scaffold	GL543925.1	NW_007545606.1	alt_haplotype2.MalDomGD1.0
region344	6	11880202	12980074	alt-scaffold	GL544327.1	NW_007546008.1	alt_haplotype3.MalDomGD1.0
region345	6	13111178	13294901	alt-scaffold	GL543499.1	NW_007545181.1	alt_haplotype1.MalDomGD1.0
region345	6	13111178	13294901	alt-scaffold	GL543926.1	NW_007545607.1	alt_haplotype2.MalDomGD1.0
region346	6	13440357	13738065	alt-scaffold	GL543500.1	NW_007545182.1	alt_haplotype1.MalDomGD1.0
region346	6	13440357	13738065	alt-scaffold	GL543927.1	NW_007545608.1	alt_haplotype2.MalDomGD1.0
region347	6	13772115	13813253	alt-scaffold	GL543501.1	NW_007545183.1	alt_haplotype1.MalDomGD1.0
region348	6	13813635	13818810	alt-scaffold	GL543928.1	NW_007545609.1	alt_haplotype2.MalDomGD1.0
region349	6	13872422	14508130	alt-scaffold	GL543502.1	NW_007545184.1	alt_haplotype1.MalDomGD1.0
region349	6	13872422	14508130	alt-scaffold	GL543929.1	NW_007545610.1	alt_haplotype2.MalDomGD1.0
region349	6	13872422	14508130	alt-scaffold	GL544328.1	NW_007546009.1	alt_haplotype3.MalDomGD1.0
region350	6	14559512	14799840	alt-scaffold	GL543503.1	NW_007545185.1	alt_haplotype1.MalDomGD1.0
region350	6	14559512	14799840	alt-scaffold	GL543930.1	NW_007545611.1	alt_haplotype2.MalDomGD1.0
region350	6	14559512	14799840	alt-scaffold	GL544329.1	NW_007546010.1	alt_haplotype3.MalDomGD1.0
region351	6	14823785	14859885	alt-scaffold	GL543931.1	NW_007545612.1	alt_haplotype2.MalDomGD1.0
region352	6	14867594	14867712	alt-scaffold	GL544330.1	NW_007546011.1	alt_haplotype3.MalDomGD1.0
region353	6	14930267	14934580	alt-scaffold	GL543504.1	NW_007545186.1	alt_haplotype1.MalDomGD1.0
region354	6	14940455	16326978	alt-scaffold	GL543505.1	NW_007545187.1	alt_haplotype1.MalDomGD1.0
region354	6	14940455	16326978	alt-scaffold	GL543932.1	NW_007545613.1	alt_haplotype2.MalDomGD1.0
region354	6	14940455	16326978	alt-scaffold	GL544331.1	NW_007546012.1	alt_haplotype3.MalDomGD1.0
region355	6	16335756	17897224	alt-scaffold	GL543506.1	NW_007545188.1	alt_haplotype1.MalDomGD1.0
region355	6	16335756	17897224	alt-scaffold	GL543933.1	NW_007545614.1	alt_haplotype2.MalDomGD1.0
region355	6	16335756	17897224	alt-scaffold	GL544332.1	NW_007546013.1	alt_haplotype3.MalDomGD1.0
region356	6	17988277	19027826	alt-scaffold	GL543507.1	NW_007545189.1	alt_haplotype1.MalDomGD1.0
region356	6	17988277	19027826	alt-scaffold	GL543934.1	NW_007545615.1	alt_haplotype2.MalDomGD1.0
region356	6	17988277	19027826	alt-scaffold	GL544333.1	NW_007546014.1	alt_haplotype3.MalDomGD1.0
region357	6	19051041	24162431	alt-scaffold	GL543508.1	NW_007545190.1	alt_haplotype1.MalDomGD1.0
region357	6	19051041	24162431	alt-scaffold	GL543935.1	NW_007545616.1	alt_haplotype2.MalDomGD1.0
region357	6	19051041	24162431	alt-scaffold	GL544334.1	NW_007546015.1	alt_haplotype3.MalDomGD1.0
region358	6	24167556	25473134	alt-scaffold	GL543509.1	NW_007545191.1	alt_haplotype1.MalDomGD1.0
region358	6	24167556	25473134	alt-scaffold	GL543936.1	NW_007545617.1	alt_haplotype2.MalDomGD1.0
region358	6	24167556	25473134	alt-scaffold	GL544335.1	NW_007546016.1	alt_haplotype3.MalDomGD1.0
region359	7	49914	213569	alt-scaffold	GL543510.1	NW_007545192.1	alt_haplotype1.MalDomGD1.0
region359	7	49914	213569	alt-scaffold	GL543937.1	NW_007545618.1	alt_haplotype2.MalDomGD1.0
region360	7	243807	2295132	alt-scaffold	GL543511.1	NW_007545193.1	alt_haplotype1.MalDomGD1.0
region360	7	243807	2295132	alt-scaffold	GL543938.1	NW_007545619.1	alt_haplotype2.MalDomGD1.0
region360	7	243807	2295132	alt-scaffold	GL544336.1	NW_007546017.1	alt_haplotype3.MalDomGD1.0
region361	7	2303298	5057487	alt-scaffold	GL543512.1	NW_007545194.1	alt_haplotype1.MalDomGD1.0
region361	7	2303298	5057487	alt-scaffold	GL543939.1	NW_007545620.1	alt_haplotype2.MalDomGD1.0
region361	7	2303298	5057487	alt-scaffold	GL544337.1	NW_007546018.1	alt_haplotype3.MalDomGD1.0
region362	7	5122500	6162139	alt-scaffold	GL543513.1	NW_007545195.1	alt_haplotype1.MalDomGD1.0
region362	7	5122500	6162139	alt-scaffold	GL543940.1	NW_007545621.1	alt_haplotype2.MalDomGD1.0
region362	7	5122500	6162139	alt-scaffold	GL544338.1	NW_007546019.1	alt_haplotype3.MalDomGD1.0
region363	7	6162826	6895392	alt-scaffold	GL543514.1	NW_007545196.1	alt_haplotype1.MalDomGD1.0
region363	7	6162826	6895392	alt-scaffold	GL543941.1	NW_007545622.1	alt_haplotype2.MalDomGD1.0
region363	7	6162826	6895392	alt-scaffold	GL544339.1	NW_007546020.1	alt_haplotype3.MalDomGD1.0
region364	7	6942740	7662861	alt-scaffold	GL543515.1	NW_007545197.1	alt_haplotype1.MalDomGD1.0
region364	7	6942740	7662861	alt-scaffold	GL543942.1	NW_007545623.1	alt_haplotype2.MalDomGD1.0
region364	7	6942740	7662861	alt-scaffold	GL544340.1	NW_007546021.1	alt_haplotype3.MalDomGD1.0
region365	7	7753776	8422136	alt-scaffold	GL543516.1	NW_007545198.1	alt_haplotype1.MalDomGD1.0
region365	7	7753776	8422136	alt-scaffold	GL543943.1	NW_007545624.1	alt_haplotype2.MalDomGD1.0
region365	7	7753776	8422136	alt-scaffold	GL544341.1	NW_007546022.1	alt_haplotype3.MalDomGD1.0
region366	7	8458930	8882913	alt-scaffold	GL543517.1	NW_007545199.1	alt_haplotype1.MalDomGD1.0
region366	7	8458930	8882913	alt-scaffold	GL543944.1	NW_007545625.1	alt_haplotype2.MalDomGD1.0
region366	7	8458930	8882913	alt-scaffold	GL544342.1	NW_007546023.1	alt_haplotype3.MalDomGD1.0
region367	7	8894675	8935224	alt-scaffold	GL543518.1	NW_007545200.1	alt_haplotype1.MalDomGD1.0
region367	7	8894675	8935224	alt-scaffold	GL543945.1	NW_007545626.1	alt_haplotype2.MalDomGD1.0
region367	7	8894675	8935224	alt-scaffold	GL544343.1	NW_007546024.1	alt_haplotype3.MalDomGD1.0
region368	7	8948845	10338545	alt-scaffold	GL543519.1	NW_007545201.1	alt_haplotype1.MalDomGD1.0
region368	7	8948845	10338545	alt-scaffold	GL543946.1	NW_007545627.1	alt_haplotype2.MalDomGD1.0
region368	7	8948845	10338545	alt-scaffold	GL544344.1	NW_007546025.1	alt_haplotype3.MalDomGD1.0
region369	7	10348353	10759196	alt-scaffold	GL543520.1	NW_007545202.1	alt_haplotype1.MalDomGD1.0
region369	7	10348353	10759196	alt-scaffold	GL543947.1	NW_007545628.1	alt_haplotype2.MalDomGD1.0
